order,note_id,status,front_text,tokens,new_tokens
1115,1774713028138,KEEP,Roket itu meluncur tinggi ke angkasa,angkasa | itu | ke | meluncur | roket | tinggi,meluncur | roket
1116,1774713056018,KEEP,Air dari mata air itu mulai muncur pagi ini,air | dari | ini | itu | mata | mulai | muncur | pagi,muncur
1117,1774713100687,KEEP,Aku memakai kacamata saat membaca buku,aku | buku | kacamata | memakai | membaca | saat,kacamata
1118,1774713112296,KEEP,Aku memotong wortel untuk sup malam ini,aku | ini | malam | memotong | sup | untuk | wortel,wortel
1119,1774713123617,KEEP,Aku menambahkan selada ke dalam sandwich,aku | dalam | ke | menambahkan | sandwich | selada,sandwich | selada
1120,1774713196801,KEEP,Aku membuat salad sayuran segar untuk makan siang,aku | makan | membuat | salad | sayuran | segar | siang | untuk,salad
1121,1774713207644,KEEP,Aku suka memasak makanan Italia di rumah,aku | di | italia | makanan | memasak | rumah | suka,italia
1122,1774713222358,KEEP,Aku merasakan sakit di untu gerahamku,aku | di | gerahamku | merasakan | sakit | untu,gerahamku | untu
1123,1774713249381,KEEP,Unta itu minum air dari oase di gurun,air | dari | di | gurun | itu | minum | oase | unta,oase
1124,1774713342992,KEEP,Anjing itu mulai menggigit tulangnya dengan cepat,anjing | cepat | dengan | itu | menggigit | mulai | tulangnya,tulangnya
1125,1774713411367,KEEP,Aku sarap makan kue cokelat itu tadi,aku | cokelat | itu | kue | makan | sarap | tadi,sarap
1126,1774713416733,KEEP,Ratu itu memakai mahkota emasnya di pesta,di | emasnya | itu | mahkota | memakai | pesta | ratu,emasnya | mahkota | ratu
1127,1774713441760,KEEP,Cincin itu terbuat dari emas murni,cincin | dari | emas | itu | murni | terbuat,murni
1128,1774713508705,KEEP,Suara pianonya terdengar murni tanpa gangguan,gangguan | murni | pianonya | suara | tanpa | terdengar,gangguan | pianonya
1129,1774713540190,KEEP,Niatnya murni saat membantu tetangga itu,itu | membantu | murni | niatnya | saat | tetangga,membantu | niatnya
1130,1774713547969,KEEP,Minyak zaitun ini murni dan berkualitas tinggi,berkualitas | dan | ini | minyak | murni | tinggi | zaitun,berkualitas | minyak | zaitun
1131,1774713560406,KEEP,Keju itu memiliki rasa murni dan alami,alami | dan | itu | keju | memiliki | murni | rasa,alami | keju
1132,1774713586059,KEEP,Aku punya niat baik membantu teman itu,aku | baik | itu | membantu | niat | punya | teman,niat
1133,1774713734601,KEEP,Aku memetik zaitun langsung dari pohonnya,aku | dari | langsung | memetik | pohonnya | zaitun,memetik | pohonnya
1134,1774713773336,KEEP,Aku memasak mie instan untuk makan malam,aku | instan | makan | malam | memasak | mie | untuk,instan | mie
1135,1774713796165,KEEP,Kopi instan ini mudah diseduh kapan saja,diseduh | ini | instan | kapan | kopi | mudah | saja,diseduh
1136,1774713811170,KEEP,Aku akan seduh teh hijau sore ini,akan | aku | hijau | ini | seduh | sore | teh,seduh
1137,1774713827296,KEEP,Alpha itu memimpin kelompok hewan di hutan,alpha | di | hewan | hutan | itu | kelompok | memimpin,alpha | kelompok | memimpin
1138,1774713844734,KEEP,Kelompok siswa itu sedang berdiskusi di kelas,berdiskusi | di | itu | kelas | kelompok | sedang | siswa,berdiskusi | siswa
1139,1774713860392,KEEP,Kami mengadakan diskusi tentang proyek baru,baru | diskusi | kami | mengadakan | proyek | tentang,mengadakan
1140,1774713878939,KEEP,Gadak itu terbang di malam hari mencari makanan,di | gadak | hari | itu | makanan | malam | mencari | terbang,gadak
1141,1774713901415,KEEP,Bunga itu berwarna ungu di taman,berwarna | bunga | di | itu | taman | ungu,ungu
1142,1774713926411,KEEP,Langit terlihat abu-abu sebelum hujan turun,abu-abu | hujan | langit | sebelum | terlihat | turun,abu-abu
1143,1774713947371,KEEP,Komodo itu berjalan lambat di pulau sepi,berjalan | di | itu | komodo | lambat | pulau | sepi,sepi
1144,1774714012292,KEEP,Aku merasa kepanasan di bawah matahari siang,aku | bawah | di | kepanasan | matahari | merasa | siang,kepanasan
1145,1774714031484,KEEP,Truk itu mengangkut barang ke pasar pagi ini,barang | ini | itu | ke | mengangkut | pagi | pasar | truk,mengangkut | truk
1146,1774714053774,KEEP,Barang itu akan digangkut ke gudang sore ini,akan | barang | digangkut | gudang | ini | itu | ke | sore,digangkut | gudang
1147,1774714190915,KEEP,Pekerja menata kotak di dalam gudang,dalam | di | gudang | kotak | menata | pekerja,menata
1148,1774714198103,KEEP,Ban mobil itu bocor saat perjalanan jauh,ban | bocor | itu | jauh | mobil | perjalanan | saat,ban
1149,1774714231896,KEEP,Petir menyambar pohon di halaman malam tadi,di | halaman | malam | menyambar | petir | pohon | tadi,menyambar | petir
1150,1774714254116,KEEP,Aku menanak kentang untuk lauk makan malam,aku | kentang | lauk | makan | malam | menanak | untuk,lauk | menanak
1151,1774714270971,KEEP,Ikan goreng itu menjadi lauk favorit keluarga,favorit | goreng | ikan | itu | keluarga | lauk | menjadi,favorit
1152,1774714304025,KEEP,Tempe goreng menjadi lauk sederhana di rumah,di | goreng | lauk | menjadi | rumah | sederhana | tempe,tempe
1153,1774714311209,KEEP,Lauk itu dimasak dengan bumbu khas daerah,bumbu | daerah | dengan | dimasak | itu | khas | lauk,dimasak | khas
1154,1774714319601,KEEP,Kami menyiapkan berbagai lauk untuk pesta keluarga,berbagai | kami | keluarga | lauk | menyiapkan | pesta | untuk,berbagai
1155,1774714331750,KEEP,Ikan asin sering dijadikan lauk di pagi hari,asin | di | dijadikan | hari | ikan | lauk | pagi | sering,dijadikan
1156,1774715451561,KEEP,Presiden akan memberikan pidato di televisi malam ini,akan | di | ini | malam | memberikan | pidato | presiden | televisi,pidato | presiden
1157,1774715464745,KEEP,Dia mempersiapkan pidato untuk acara sekolah besok,acara | besok | dia | mempersiapkan | pidato | sekolah | untuk,mempersiapkan
1158,1774715492135,KEEP,Aku mengikuti instruksi guru dengan teliti,aku | dengan | guru | instruksi | mengikuti | teliti,teliti
1159,1774715497572,KEEP,Aku tidak lagi berbicara dengan mantan pacarku,aku | berbicara | dengan | lagi | mantan | pacarku | tidak,mantan
1160,1774715513986,KEEP,Menhan menghadiri rapat strategi pertahanan nasional,menghadiri | menhan | nasional | pertahanan | rapat | strategi,menghadiri | menhan | nasional | pertahanan | strategi
1161,1774715564779,KEEP,Tentara itu memperkuat pertahanan di perbatasan,di | itu | memperkuat | perbatasan | pertahanan | tentara,memperkuat | perbatasan
1162,1774715628545,KEEP,Dia memperoleh gelar sarjana dari universitas ternama,dari | dia | gelar | memperoleh | sarjana | ternama | universitas,gelar | memperoleh | sarjana | ternama
1163,1774715688323,KEEP,Universitas ini ternama karena kualitas pendidikannya,ini | karena | kualitas | pendidikannya | ternama | universitas,pendidikannya
1164,1774715707708,KEEP,Film itu ternama karena ceritanya yang unik,ceritanya | film | itu | karena | ternama | unik | yang,ceritanya
1165,1774715713649,KEEP,Penulis ternama itu baru meluncurkan buku baru,baru | buku | itu | meluncurkan | penulis | ternama,meluncurkan | penulis
1166,1774715792568,KEEP,Aku ingin memperoleh pengalaman kerja di luar negeri,aku | di | ingin | kerja | luar | memperoleh | negeri | pengalaman,negeri | pengalaman
1167,1774715840620,KEEP,Pemerintah membagikan sembako kepada warga terdampak banjir,banjir | kepada | membagikan | pemerintah | sembako | terdampak | warga,sembako
1168,1774715857500,KEEP,Warga desa itu ramah dan saling menolong,dan | desa | itu | menolong | ramah | saling | warga,menolong | saling
1169,1774715871705,KEEP,Tolong bawakan tas ini ke kamar atas,atas | bawakan | ini | kamar | ke | tas | tolong,bawakan
1170,1774715897798,KEEP,Aku berfoto di Monas saat liburan Jakarta,aku | berfoto | di | jakarta | liburan | monas | saat,berfoto | monas
1171,1774715938946,KEEP,Guru itu memberi ceramah tentang pentingnya disiplin,ceramah | disiplin | guru | itu | memberi | pentingnya | tentang,ceramah | disiplin | pentingnya
1172,1774716047073,KEEP,Lampu itu terbuat dari kristal yang berkilau,berkilau | dari | itu | kristal | lampu | terbuat | yang,berkilau | kristal
1173,1774716097136,KEEP,Cincin itu memancarkan kilau di bawah cahaya,bawah | cahaya | cincin | di | itu | kilau | memancarkan,kilau | memancarkan
1174,1774716225703,KEEP,Buah lemon itu terasa sangat asam di lidah,asam | buah | di | itu | lemon | lidah | sangat | terasa,asam | lemon | lidah
1175,1774716252965,KEEP,Aku menjilat permen itu dengan lidah,aku | dengan | itu | lidah | menjilat | permen,menjilat | permen
1176,1774716279459,KEEP,Dia menahan lidahnya agar tidak berbicara,agar | berbicara | dia | lidahnya | menahan | tidak,lidahnya | menahan
1177,1774716293871,KEEP,Lidah bisa membedakan rasa manis dan pahit,bisa | dan | lidah | manis | membedakan | pahit | rasa,membedakan | pahit
1178,1774716525822,KEEP,Mereka berusaha membedakan fakta dan opini,berusaha | dan | fakta | membedakan | mereka | opini,berusaha | fakta | opini
1179,1774716576861,KEEP,Kesuksesan itu membutuhkan usaha dan kesabaran,dan | itu | kesabaran | kesuksesan | membutuhkan | usaha,kesuksesan | membutuhkan | usaha
1180,1774716605488,KEEP,Dia merayakan kesuksesan proyek besar perusahaan,besar | dia | kesuksesan | merayakan | perusahaan | proyek,merayakan
1181,1774716611736,KEEP,Kesuksesan tidak selalu diukur dari uang semata,dari | diukur | kesuksesan | selalu | semata | tidak | uang,diukur | semata
1182,1774716622361,KEEP,Orang tua bangga atas kesuksesan anaknya,anaknya | atas | bangga | kesuksesan | orang | tua,bangga
1183,1774716638925,KEEP,Kesuksesan akademik membutuhkan disiplin dan fokus,akademik | dan | disiplin | fokus | kesuksesan | membutuhkan,akademik
1184,1774716739193,KEEP,Prestasi akademik siswa itu sangat mengesankan,akademik | itu | mengesankan | prestasi | sangat | siswa,mengesankan | prestasi
1185,1774716743290,KEEP,Kami membahas isu akademik di universitas kemarin,akademik | di | isu | kami | kemarin | membahas | universitas,isu
1186,1774716751727,KEEP,Beasiswa ini diberikan berdasarkan kemampuan akademik,akademik | beasiswa | berdasarkan | diberikan | ini | kemampuan,beasiswa | berdasarkan | diberikan
1187,1774716776800,KEEP,Tim itu unggul dalam pertandingan sepak bola kemarin,bola | dalam | itu | kemarin | pertandingan | sepak | tim | unggul,sepak | unggul
1188,1774716797550,KEEP,Aku ingin menyebut namamu dalam pidato nanti,aku | dalam | ingin | menyebut | namamu | nanti | pidato,menyebut | namamu
1189,1774716829107,KEEP,Dia memenangkan permainan kartu dengan satu as,as | dengan | dia | kartu | memenangkan | permainan | satu,as | kartu
1190,1774716956723,KEEP,Perang itu berlangsung selama bertahun-tahun di negara itu,berlangsung | bertahun-tahun | di | itu | negara | perang | selama,bertahun-tahun | perang
1191,1774716991723,KEEP,Tolong tampilkan data terbaru di layar utama,data | di | layar | tampilkan | terbaru | tolong | utama,tampilkan
1192,1774717008721,KEEP,Polisi menangkap pelaku kejahatan kemarin malam,kejahatan | kemarin | malam | menangkap | pelaku | polisi,kejahatan | pelaku | polisi
1193,1774717023121,KEEP,Tentara menjinakkan bom yang ditemukan di jalan,bom | di | ditemukan | jalan | menjinakkan | tentara | yang,bom | ditemukan | menjinakkan
1194,1774717049022,KEEP,The soldiers defused the bomb found on the street,bomb | defused | found | on | soldiers | street | the,bomb | defused | found | on | soldiers | street | the
1195,1774717074951,KEEP,Pertengkaran itu berujung pada permintaan maaf,berujung | itu | maaf | pada | permintaan | pertengkaran,berujung | permintaan | pertengkaran
1196,1774717135981,KEEP,Kamu harus memegang ujung tali dengan kuat,dengan | harus | kamu | kuat | memegang | tali | ujung,ujung
1197,1774717151906,KEEP,Aku mengelap tangan dengan serbet setelah makan,aku | dengan | makan | mengelap | serbet | setelah | tangan,mengelap | serbet
1198,1774717275733,KEEP,Semen itu dicor ke dalam cetakan bangunan,bangunan | cetakan | dalam | dicor | itu | ke | semen,cetakan | dicor
1199,1774717288557,KEEP,Adonan kue dituangkan ke dalam cetakan kecil,adonan | cetakan | dalam | dituangkan | ke | kecil | kue,adonan | dituangkan
1200,1774717322356,KEEP,Konflik di Yaman telah berlangsung bertahun-tahun,berlangsung | bertahun-tahun | di | konflik | telah | yaman,konflik | yaman
1201,1774798005717,KEEP,Aku belum pernah ke Afganistan,afganistan | aku | belum | ke | pernah,afganistan
1202,1774798029811,KEEP,Apakah kamu akan pergi ke Albania besok?,akan | albania | apakah | besok | kamu | ke | pergi,albania
1203,1774798053670,KEEP,Dia tidak tinggal di Aljazair sekarang,aljazair | di | dia | sekarang | tidak | tinggal,aljazair
1204,1774798074186,KEEP,Kami sedang merencanakan liburan ke Andorra,andorra | kami | ke | liburan | merencanakan | sedang,andorra
1205,1774798088914,KEEP,Apakah mereka sudah tiba di Angola tadi?,angola | apakah | di | mereka | sudah | tadi | tiba,angola
1206,1774798116127,KEEP,Aku akan bekerja di Argentina tahun depan,akan | aku | argentina | bekerja | depan | di | tahun,argentina
1207,1774798134842,KEEP,Kami belum pernah mengunjungi Armenia sebelumnya,armenia | belum | kami | mengunjungi | pernah | sebelumnya,armenia
1208,1774798158060,KEEP,Dia sedang belajar di Australia sekarang,australia | belajar | di | dia | sedang | sekarang,australia
1209,1774798189731,KEEP,Apakah dia tidak akan pindah ke Austria?,akan | apakah | austria | dia | ke | pindah | tidak,austria
1210,1774798375442,KEEP,Aku pernah menghadiri konferensi di Azerbaijan,aku | azerbaijan | di | konferensi | menghadiri | pernah,azerbaijan | konferensi
1211,1774798387482,KEEP,Mereka akan berlibur ke Bahama musim panas ini,akan | bahama | berlibur | ini | ke | mereka | musim | panas,bahama | berlibur
1212,1774798403683,KEEP,Aku sedang menunggu teman di Bahrain sekarang,aku | bahrain | di | menunggu | sedang | sekarang | teman,bahrain
1213,1774798415860,KEEP,Apakah kamu sudah mengirim paket ke Bangladesh?,apakah | bangladesh | kamu | ke | mengirim | paket | sudah,bangladesh
1214,1774798429530,KEEP,Kami akan mengunjungi Barbados bulan depan,akan | barbados | bulan | depan | kami | mengunjungi,barbados
1215,1774798450890,KEEP,Dia belum pernah tinggal di Belarusia,belarusia | belum | di | dia | pernah | tinggal,belarusia
1216,1774798462965,KEEP,Apakah kamu sudah pernah ke Belgia sebelumnya?,apakah | belgia | kamu | ke | pernah | sebelumnya | sudah,belgia
1217,1774798480537,KEEP,Aku akan mengunjungi Belize saat liburan nanti,akan | aku | belize | liburan | mengunjungi | nanti | saat,belize
1218,1774798495486,KEEP,Mereka sedang bekerja di Benin sekarang,bekerja | benin | di | mereka | sedang | sekarang,benin
1219,1774798509285,KEEP,Apakah kamu pernah mendaki di Bhutan?,apakah | bhutan | di | kamu | mendaki | pernah,bhutan
1220,1774798522282,KEEP,Aku belum pernah mengunjungi Bolivia sebelumnya,aku | belum | bolivia | mengunjungi | pernah | sebelumnya,bolivia
1221,1774798537826,KEEP,Mereka akan melakukan safari di Botswana tahun ini,akan | botswana | di | ini | melakukan | mereka | safari | tahun,botswana | melakukan | safari
1222,1774798554060,KEEP,Aku sedang belajar bahasa Portugis untuk pergi ke Brasil,aku | bahasa | belajar | brasil | ke | pergi | portugis | sedang | untuk,brasil | portugis
1223,1774798567839,KEEP,Apakah dia sudah tinggal di Brunei sebelumnya?,apakah | brunei | di | dia | sebelumnya | sudah | tinggal,brunei
1224,1774798580866,KEEP,Aku akan menghadiri konferensi di Bulgaria minggu depan,akan | aku | bulgaria | depan | di | konferensi | menghadiri | minggu,bulgaria
1225,1774798594067,KEEP,Mereka belum pernah mengunjungi Burundi sebelumnya,belum | burundi | mengunjungi | mereka | pernah | sebelumnya,burundi
1226,1774798604740,KEEP,Aku sedang merencanakan perjalanan ke Kamboja bulan depan,aku | bulan | depan | kamboja | ke | merencanakan | perjalanan | sedang,kamboja
1227,1774798621552,KEEP,Apakah kamu akan tinggal di Kamerun tahun ini?,akan | apakah | di | ini | kamerun | kamu | tahun | tinggal,kamerun
1228,1774798643533,KEEP,Aku sudah bekerja di Kanada selama tiga tahun,aku | bekerja | di | kanada | selama | sudah | tahun | tiga,kanada
1229,1774798674645,KEEP,Mereka sedang membangun proyek baru di Chad,baru | chad | di | membangun | mereka | proyek | sedang,chad
1230,1774798688779,KEEP,Aku akan berlibur di Chili musim panas ini,akan | aku | berlibur | chili | di | ini | musim | panas,chili
1231,1774798729529,KEEP,Dia belum pernah belajar bahasa Mandarin di Cina,bahasa | belajar | belum | cina | di | dia | mandarin | pernah,cina | mandarin
1232,1774798741051,KEEP,Apakah kamu akan mengunjungi Kolombia bulan depan?,akan | apakah | bulan | depan | kamu | kolombia | mengunjungi,kolombia
1233,1774798750615,KEEP,Mereka sedang melakukan penelitian di Komoro sekarang,di | komoro | melakukan | mereka | penelitian | sedang | sekarang,komoro | penelitian
1234,1774798763627,KEEP,Aku akan berlayar di Kroasia musim panas nanti,akan | aku | berlayar | di | kroasia | musim | nanti | panas,berlayar | kroasia
1235,1774798785163,KEEP,Apakah mereka sudah pernah tinggal di Kuba?,apakah | di | kuba | mereka | pernah | sudah | tinggal,kuba
1236,1774798796488,KEEP,Aku sedang merencanakan perjalanan ke Siprus bulan depan,aku | bulan | depan | ke | merencanakan | perjalanan | sedang | siprus,siprus
1237,1774798809331,KEEP,Apakah kamu akan belajar di Ceko tahun ini?,akan | apakah | belajar | ceko | di | ini | kamu | tahun,ceko
1238,1774798820239,KEEP,Aku belum pernah mengunjungi Denmark sebelumnya,aku | belum | denmark | mengunjungi | pernah | sebelumnya,denmark
1239,1774798836179,KEEP,Mereka akan melakukan ekspedisi ilmiah di Djibouti,akan | di | djibouti | ekspedisi | ilmiah | melakukan | mereka,djibouti | ekspedisi
1240,1774798850430,KEEP,Aku akan berlibur di Dominika bulan depan,akan | aku | berlibur | bulan | depan | di | dominika,dominika
1241,1774798868178,KEEP,Apakah dia sudah pernah tinggal di Ekuador?,apakah | di | dia | ekuador | pernah | sudah | tinggal,ekuador
1242,1774798908595,KEEP,Mereka belum pernah mengunjungi Eritrea sebelumnya,belum | eritrea | mengunjungi | mereka | pernah | sebelumnya,eritrea
1243,1774798917947,KEEP,Aku akan menghadiri konferensi di Estonia minggu depan,akan | aku | depan | di | estonia | konferensi | menghadiri | minggu,estonia
1244,1774798931531,KEEP,Apakah mereka akan tinggal di Eswatini tahun ini?,akan | apakah | di | eswatini | ini | mereka | tahun | tinggal,eswatini
1245,1774798943041,KEEP,Aku sedang merencanakan perjalanan ke Ethiopia bulan depan,aku | bulan | depan | ethiopia | ke | merencanakan | perjalanan | sedang,ethiopia
1246,1774798960268,KEEP,Mereka akan berlibur di Fiji musim panas ini,akan | berlibur | di | fiji | ini | mereka | musim | panas,fiji
1247,1774798972892,KEEP,Aku belum pernah belajar di Finlandia sebelumnya,aku | belajar | belum | di | finlandia | pernah | sebelumnya,finlandia
1248,1774798984753,KEEP,Apakah kamu akan tinggal di Prancis tahun depan?,akan | apakah | depan | di | kamu | prancis | tahun | tinggal,prancis
1249,1774798997736,KEEP,Mereka sedang melakukan penelitian di Gabon sekarang,di | gabon | melakukan | mereka | penelitian | sedang | sekarang,gabon
1250,1774799028309,KEEP,Aku akan mengunjungi Gambia musim panas nanti,akan | aku | gambia | mengunjungi | musim | nanti | panas,gambia
1251,1774799040111,KEEP,Apakah kamu sudah pernah tinggal di Georgia?,apakah | di | georgia | kamu | pernah | sudah | tinggal,georgia
1252,1774799049709,KEEP,Aku sedang belajar bahasa Jerman untuk pergi ke Jerman,aku | bahasa | belajar | jerman | ke | pergi | sedang | untuk,jerman
1253,1774799062995,KEEP,Mereka akan memulai proyek baru di Ghana tahun ini,akan | baru | di | ghana | ini | memulai | mereka | proyek | tahun,ghana
1254,1774799086751,KEEP,Aku akan berlibur di Yunani musim panas nanti,akan | aku | berlibur | di | musim | nanti | panas | yunani,yunani
1255,1774799101537,KEEP,Apakah kamu pernah mengunjungi Guatemala sebelumnya?,apakah | guatemala | kamu | mengunjungi | pernah | sebelumnya,guatemala
1256,1774799114011,KEEP,Mereka sedang bekerja di proyek pertanian di Guinea,bekerja | di | guinea | mereka | pertanian | proyek | sedang,guinea
1257,1774799144310,KEEP,Aku akan mengunjungi Guyana bulan depan,akan | aku | bulan | depan | guyana | mengunjungi,guyana
1258,1774799156227,KEEP,Apakah mereka sudah pernah tinggal di Haiti?,apakah | di | haiti | mereka | pernah | sudah | tinggal,haiti
1259,1774799166826,KEEP,Aku sedang merencanakan perjalanan ke Honduras bulan depan,aku | bulan | depan | honduras | ke | merencanakan | perjalanan | sedang,honduras
1260,1774799182424,KEEP,Apakah kamu akan belajar di Hungaria tahun ini?,akan | apakah | belajar | di | hungaria | ini | kamu | tahun,hungaria
1261,1774799192406,KEEP,Aku belum pernah mengunjungi Islandia sebelumnya,aku | belum | islandia | mengunjungi | pernah | sebelumnya,islandia
1262,1774799203243,KEEP,Dia sedang belajar bahasa Hindi di India sekarang,bahasa | belajar | di | dia | hindi | india | sedang | sekarang,hindi | india
1263,1774799236386,KEEP,Apakah kamu akan bekerja di Iran tahun depan?,akan | apakah | bekerja | depan | di | iran | kamu | tahun,iran
1264,1774799262430,KEEP,Aku sedang mempelajari sejarah Nusantara sekarang,aku | mempelajari | nusantara | sedang | sejarah | sekarang,nusantara
1265,1774799279346,KEEP,Mereka akan membangun sekolah baru di Irak,akan | baru | di | irak | membangun | mereka | sekolah,irak
1266,1774799286331,KEEP,Apakah kamu sudah pernah tinggal di Irlandia sebelumnya?,apakah | di | irlandia | kamu | pernah | sebelumnya | sudah | tinggal,irlandia
1267,1774799297789,KEEP,Aku sedang merencanakan perjalanan ke Israel bulan depan,aku | bulan | depan | israel | ke | merencanakan | perjalanan | sedang,israel
1268,1774799324304,KEEP,Mereka akan berlibur di Jamaika musim panas ini,akan | berlibur | di | ini | jamaika | mereka | musim | panas,jamaika
1269,1774799345666,KEEP,Apakah kamu akan mengunjungi Yordania tahun ini?,akan | apakah | ini | kamu | mengunjungi | tahun | yordania,yordania
1270,1774799356352,KEEP,Aku belum pernah menghadiri konferensi di Kazakhstan,aku | belum | di | kazakhstan | konferensi | menghadiri | pernah,kazakhstan
1271,1774799369513,KEEP,Mereka sedang melakukan safari di Kenya sekarang,di | kenya | melakukan | mereka | safari | sedang | sekarang,kenya
1272,1774799382013,KEEP,Aku akan mengunjungi Kiribati saat liburan nanti,akan | aku | kiribati | liburan | mengunjungi | nanti | saat,kiribati
1273,1774799393190,KEEP,Apakah dia sudah bekerja di Kuwait sebelumnya?,apakah | bekerja | di | dia | kuwait | sebelumnya | sudah,kuwait
1274,1774799417507,KEEP,Aku sedang merencanakan perjalanan ke Kirgizstan bulan depan,aku | bulan | depan | ke | kirgizstan | merencanakan | perjalanan | sedang,kirgizstan
1275,1774799439511,KEEP,Mereka akan belajar budaya di Laos tahun ini,akan | belajar | budaya | di | ini | laos | mereka | tahun,laos
1276,1774799451679,KEEP,Aku belum pernah mengunjungi Latvia sebelumnya,aku | belum | latvia | mengunjungi | pernah | sebelumnya,latvia
1277,1774799462325,KEEP,Apakah kamu akan tinggal di Lebanon tahun depan?,akan | apakah | depan | di | kamu | lebanon | tahun | tinggal,lebanon
1278,1774799498240,KEEP,Aku sedang merencanakan perjalanan ke Lesotho bulan depan,aku | bulan | depan | ke | lesotho | merencanakan | perjalanan | sedang,lesotho
1279,1774799511724,KEEP,Mereka belum pernah mengunjungi Liberia sebelumnya,belum | liberia | mengunjungi | mereka | pernah | sebelumnya,liberia
1280,1774799517987,KEEP,Apakah kamu sudah pernah tinggal di Libya sebelumnya?,apakah | di | kamu | libya | pernah | sebelumnya | sudah | tinggal,libya
1281,1774799625722,KEEP,Aku akan mengunjungi Liechtenstein musim panas nanti,akan | aku | liechtenstein | mengunjungi | musim | nanti | panas,liechtenstein
1282,1774799636416,KEEP,Mereka sedang belajar sejarah Lituania sekarang,belajar | lituania | mereka | sedang | sejarah | sekarang,lituania
1283,1774799651514,KEEP,Apakah kamu akan bekerja di Luksemburg tahun ini?,akan | apakah | bekerja | di | ini | kamu | luksemburg | tahun,luksemburg
1284,1774799656418,KEEP,Aku sedang merencanakan perjalanan ke Madagaskar bulan depan,aku | bulan | depan | ke | madagaskar | merencanakan | perjalanan | sedang,madagaskar
1285,1774799670223,KEEP,Mereka akan memulai proyek baru di Malawi tahun ini,akan | baru | di | ini | malawi | memulai | mereka | proyek | tahun,malawi
1286,1774799682043,KEEP,Aku akan berlibur di Malaysia musim panas nanti,akan | aku | berlibur | di | malaysia | musim | nanti | panas,malaysia
1287,1774799737018,KEEP,Apakah mereka sudah pernah tinggal di Mali sebelumnya?,apakah | di | mali | mereka | pernah | sebelumnya | sudah | tinggal,mali
1288,1774799744231,KEEP,Aku akan berlibur di Maladewa bulan depan,akan | aku | berlibur | bulan | depan | di | maladewa,maladewa
1289,1774799763104,KEEP,Mereka sedang mempelajari sejarah Malta sekarang,malta | mempelajari | mereka | sedang | sejarah | sekarang,malta
1290,1774799768208,KEEP,Aku belum pernah mengunjungi Mauritania sebelumnya,aku | belum | mauritania | mengunjungi | pernah | sebelumnya,mauritania
1291,1774799796504,KEEP,Aku sedang belajar bahasa Spanyol untuk pergi ke Meksiko,aku | bahasa | belajar | ke | meksiko | pergi | sedang | spanyol | untuk,meksiko | spanyol
1292,1774799800829,KEEP,Mereka akan berlibur di Mauritius musim panas ini,akan | berlibur | di | ini | mauritius | mereka | musim | panas,mauritius
1293,1774856471519,KEEP,Apakah kamu pernah ke Mikronesia?,apakah | kamu | ke | mikronesia | pernah,mikronesia
1294,1774856553682,KEEP,Aku belum pernah mengunjungi Moldova,aku | belum | mengunjungi | moldova | pernah,moldova
1295,1774856565240,KEEP,Aku akan pergi ke Monako besok,akan | aku | besok | ke | monako | pergi,monako
1296,1774856572722,KEEP,Dia tidak tinggal di Mongolia sekarang,di | dia | mongolia | sekarang | tidak | tinggal,mongolia
1297,1774856601123,KEEP,Apakah mereka sedang berlibur di Montenegro?,apakah | berlibur | di | mereka | montenegro | sedang,montenegro
1298,1774856607977,KEEP,Aku sudah lama tinggal di Maroko,aku | di | lama | maroko | sudah | tinggal,maroko
1299,1774856622475,KEEP,Kami belum akan pindah ke Mozambik,akan | belum | kami | ke | mozambik | pindah,mozambik
1300,1774856640061,KEEP,Mengapa dia pernah bekerja di Myanmar?,bekerja | di | dia | mengapa | myanmar | pernah,myanmar
1301,1774856656087,KEEP,Aku sedang menjelajahi Namibia sekarang,aku | menjelajahi | namibia | sedang | sekarang,menjelajahi | namibia
1302,1774856667774,KEEP,Apakah kamu belum pernah ke Nauru?,apakah | belum | kamu | ke | nauru | pernah,nauru
1303,1774856686175,KEEP,Mereka akan mendaki gunung di Nepal,akan | di | gunung | mendaki | mereka | nepal,nepal
1304,1774856694517,KEEP,Aku sudah tinggal di Belanda selama setahun,aku | belanda | di | selama | setahun | sudah | tinggal,belanda | setahun
1305,1774856709907,KEEP,Apakah kamu akan pergi ke Selandia Baru tahun ini?,akan | apakah | baru | ini | kamu | ke | pergi | selandia | tahun,selandia
1306,1774856733396,KEEP,Aku belum pernah mencicipi makanan khas Nikaragua,aku | belum | khas | makanan | mencicipi | nikaragua | pernah,mencicipi | nikaragua
1307,1774856738260,KEEP,Mereka sedang meneliti satwa liar di Niger,di | liar | meneliti | mereka | niger | satwa | sedang,meneliti | niger | satwa
1308,1774856755776,KEEP,Aku akan belajar budaya Nigeria bulan depan,akan | aku | belajar | budaya | bulan | depan | nigeria,nigeria
1309,1774856766616,KEEP,Apakah kamu pernah melihat berita dari Korea Utara?,apakah | berita | dari | kamu | korea | melihat | pernah | utara,korea
1310,1774856792169,KEEP,Aku tidak tinggal di Norwegia saat ini,aku | di | ini | norwegia | saat | tidak | tinggal,norwegia
1311,1774856812312,KEEP,Mereka akan mengunjungi pasar tradisional di Oman,akan | di | mengunjungi | mereka | oman | pasar | tradisional,oman | tradisional
